filename,width,height,class,xmin,ymin,xmax,ymax
100001453.bmp,1147,824,ship,733,288,1020,428
100001453.bmp,1147,824,ship,528,641,835,787
100001453.bmp,1147,824,ship,653,728,792,804
100001453.bmp,1147,824,ship,787,217,1023,329
100001453.bmp,1147,824,ship,1051,173,1138,279
100001454.bmp,1157,823,ship,523,577,778,723
100001454.bmp,1157,823,ship,435,646,731,811
100001454.bmp,1157,823,ship,383,170,812,407
100001454.bmp,1157,823,ship,626,171,910,322
100001454.bmp,1157,823,ship,355,68,583,178
100001454.bmp,1157,823,ship,966,96,1061,278
100001454.bmp,1157,823,ship,985,168,1042,283
100001455.bmp,1145,831,ship,191,496,326,566
100001455.bmp,1145,831,ship,353,580,510,647
100001455.bmp,1145,831,ship,560,666,836,797
100001455.bmp,1145,831,ship,878,616,949,747
100001455.bmp,1145,831,ship,267,87,612,245
100001456.bmp,917,690,ship,440,453,778,612
100001456.bmp,917,690,ship,811,613,875,647
100001456.bmp,917,690,ship,719,209,742,254
100001457.bmp,1172,825,ship,395,347,1018,502
100001457.bmp,1172,825,ship,374,618,733,811
100001457.bmp,1172,825,ship,589,148,756,204
100001457.bmp,1172,825,ship,409,116,768,197
100001457.bmp,1172,825,ship,403,41,691,106
100001458.bmp,900,762,ship,350,410,636,649
100001458.bmp,900,762,ship,153,344,189,463
100001458.bmp,900,762,ship,125,474,170,595
100001459.bmp,1170,838,ship,1007,409,1052,470
100001459.bmp,1170,838,ship,1058,416,1103,491
100001459.bmp,1170,838,ship,1076,409,1112,480
100001459.bmp,1170,838,ship,1093,402,1151,486
100001459.bmp,1170,838,ship,343,241,666,741
100001460.bmp,1041,782,ship,204,207,766,390
100001460.bmp,1041,782,ship,808,181,897,215
100001461.bmp,1023,775,ship,433,156,560,603
100001461.bmp,1023,775,ship,561,91,705,553
100001462.bmp,1181,828,ship,416,109,519,429
100001462.bmp,1181,828,ship,415,470,471,617
100001462.bmp,1181,828,ship,438,470,481,551
100001462.bmp,1181,828,ship,708,23,787,296
100001462.bmp,1181,828,ship,768,338,813,429
100001462.bmp,1181,828,ship,780,453,858,729
100001462.bmp,1181,828,ship,92,206,180,300
100001463.bmp,1023,732,ship,146,358,357,617
100001463.bmp,1023,732,ship,460,115,669,366
100001464.bmp,1171,818,ship,13,541,204,784
100001464.bmp,1171,818,ship,123,301,294,438
100001464.bmp,1171,818,ship,512,64,603,144
100001464.bmp,1171,818,ship,638,28,800,236
100001464.bmp,1171,818,ship,754,35,1077,440
100001465.bmp,1007,719,ship,181,37,383,297
100001465.bmp,1007,719,ship,433,366,606,579
100001465.bmp,1007,719,ship,203,274,509,652
100001466.bmp,1011,809,ship,298,95,503,586
100001466.bmp,1011,809,ship,619,400,914,526
100001467.bmp,1131,787,ship,289,568,529,726
100001467.bmp,1131,787,ship,181,573,304,659
100001467.bmp,1131,787,ship,307,463,498,581
100001467.bmp,1131,787,ship,359,347,651,525
100001467.bmp,1131,787,ship,385,254,649,426
100001467.bmp,1131,787,ship,534,241,744,386
100001468.bmp,977,769,ship,268,247,514,548
100001469.bmp,1156,822,ship,291,668,341,753
100001469.bmp,1156,822,ship,110,546,137,586
100001469.bmp,1156,822,ship,222,133,257,226
100001469.bmp,1156,822,ship,522,90,670,667
100001470.bmp,1083,790,ship,686,266,885,608
100001471.bmp,1187,827,ship,36,157,420,674
100001471.bmp,1187,827,ship,463,193,552,248
100001471.bmp,1187,827,ship,610,135,1168,399
100001472.bmp,1179,793,ship,360,315,671,746
100001472.bmp,1179,793,ship,681,58,857,309
100001472.bmp,1179,793,ship,779,167,938,377
100001472.bmp,1179,793,ship,219,351,286,446
100001473.bmp,1017,790,ship,268,48,456,308
100001473.bmp,1017,790,ship,288,400,363,483
100001473.bmp,1017,790,ship,691,371,905,657
100001473.bmp,1017,790,ship,814,297,885,360
100001473.bmp,1017,790,ship,623,162,755,254
100001473.bmp,1017,790,ship,694,231,737,274
100001474.bmp,1154,788,ship,229,125,303,416
100001474.bmp,1154,788,ship,650,282,885,592
100001474.bmp,1154,788,ship,898,87,971,267
100001474.bmp,1154,788,ship,734,636,895,703
100001474.bmp,1154,788,ship,722,654,881,724
100001474.bmp,1154,788,ship,912,556,1012,698
100001474.bmp,1154,788,ship,974,575,1031,653
100001475.bmp,1188,844,ship,217,47,319,394
100001475.bmp,1188,844,ship,113,48,201,375
100001475.bmp,1188,844,ship,183,441,279,806
100001475.bmp,1188,844,ship,57,453,158,800
100001475.bmp,1188,844,ship,561,75,644,405
100001475.bmp,1188,844,ship,503,529,598,844
100001475.bmp,1188,844,ship,1007,156,1081,502
100001475.bmp,1188,844,ship,810,92,951,142
100001475.bmp,1188,844,ship,1063,662,1128,844
100001475.bmp,1188,844,ship,1101,192,1178,496
100001476.bmp,1185,831,ship,48,437,150,745
100001476.bmp,1185,831,ship,121,55,194,354
100001476.bmp,1185,831,ship,194,28,279,376
100001476.bmp,1185,831,ship,223,478,267,586
100001476.bmp,1185,831,ship,154,450,239,783
100001476.bmp,1185,831,ship,510,547,586,823
100001476.bmp,1185,831,ship,593,405,693,796
100001476.bmp,1185,831,ship,545,71,631,352
100001476.bmp,1185,831,ship,323,28,555,85
100001476.bmp,1185,831,ship,784,69,1011,139
100001476.bmp,1185,831,ship,999,171,1063,438
100001476.bmp,1185,831,ship,1056,240,1172,743
100001477.bmp,1152,820,ship,254,206,384,736
100001477.bmp,1152,820,ship,123,350,240,720
100001477.bmp,1152,820,ship,419,182,559,212
100001477.bmp,1152,820,ship,414,206,521,231
100001477.bmp,1152,820,ship,583,190,721,211
100001477.bmp,1152,820,ship,881,17,949,351
100001477.bmp,1152,820,ship,658,205,833,704
100001477.bmp,1152,820,ship,124,174,195,201
100001477.bmp,1152,820,ship,36,171,95,197
100001478.bmp,981,830,ship,186,37,494,561
100001478.bmp,981,830,ship,621,201,840,738
100001478.bmp,981,830,ship,486,507,576,655
100001478.bmp,981,830,ship,439,511,615,812
100001478.bmp,981,830,ship,590,67,705,191
100001478.bmp,981,830,ship,885,144,951,171
100001478.bmp,981,830,ship,527,306,605,420
100001478.bmp,981,830,ship,594,430,628,497
100001479.bmp,1013,771,ship,463,204,563,491
100001479.bmp,1013,771,ship,536,172,661,495
100001479.bmp,1013,771,ship,670,247,788,484
100001480.bmp,878,782,ship,396,278,448,436
100001480.bmp,878,782,ship,420,208,499,486
100001481.bmp,1039,801,ship,451,6,516,74
100001481.bmp,1039,801,ship,555,30,587,70
100001481.bmp,1039,801,ship,382,205,810,696
100001481.bmp,1039,801,ship,857,363,881,385
100001482.bmp,1052,819,ship,181,386,230,540
100001482.bmp,1052,819,ship,101,370,158,550
100001482.bmp,1052,819,ship,641,244,775,604
100001482.bmp,1052,819,ship,849,490,873,560
100001482.bmp,1052,819,ship,773,601,834,634
100001482.bmp,1052,819,ship,844,554,873,620
100001482.bmp,1052,819,ship,601,681,640,765
100001482.bmp,1052,819,ship,624,704,666,788
100001483.bmp,1167,814,ship,196,351,889,591
100001483.bmp,1167,814,ship,949,417,1037,560
100001483.bmp,1167,814,ship,898,428,1010,588
100001484.bmp,1056,794,ship,560,196,699,558
100001485.bmp,1189,832,ship,232,377,395,497
100001485.bmp,1189,832,ship,182,522,296,596
100001485.bmp,1189,832,ship,95,382,414,620
100001485.bmp,1189,832,ship,633,656,728,744
100001485.bmp,1189,832,ship,185,94,299,238
100001485.bmp,1189,832,ship,329,59,590,265
100001485.bmp,1189,832,ship,870,193,1012,312
100001485.bmp,1189,832,ship,607,250,1025,605
100001486.bmp,1173,825,ship,418,334,508,411
100001486.bmp,1173,825,ship,524,437,796,619
100001486.bmp,1173,825,ship,589,324,859,507
100001486.bmp,1173,825,ship,910,418,929,439
100001486.bmp,1173,825,ship,259,706,398,811
100001486.bmp,1173,825,ship,241,734,382,825
100001487.bmp,1191,830,ship,267,469,586,719
100001487.bmp,1191,830,ship,564,297,702,397
100001487.bmp,1191,830,ship,549,324,702,429
100001487.bmp,1191,830,ship,837,28,1113,207
100001487.bmp,1191,830,ship,634,449,707,634
100001488.bmp,1188,813,ship,118,470,488,574
100001488.bmp,1188,813,ship,113,602,477,676
100001488.bmp,1188,813,ship,577,657,938,730
100001488.bmp,1188,813,ship,191,143,558,218
100001488.bmp,1188,813,ship,135,199,191,446
100001488.bmp,1188,813,ship,707,201,1096,307
100001489.bmp,1167,752,ship,137,639,424,710
100001489.bmp,1167,752,ship,600,231,961,319
100001489.bmp,1167,752,ship,611,121,987,214
100001490.bmp,1130,732,ship,214,402,492,470
100001490.bmp,1130,732,ship,530,323,953,425
100001490.bmp,1130,732,ship,201,29,256,279
100001491.bmp,1169,806,ship,553,188,914,259
100001491.bmp,1169,806,ship,585,544,929,614
100001492.bmp,1152,824,ship,319,411,886,648
100001492.bmp,1152,824,ship,173,541,306,659
100001492.bmp,1152,824,ship,459,163,833,257
100001492.bmp,1152,824,ship,283,131,433,176
100001492.bmp,1152,824,ship,259,184,289,268
100001492.bmp,1152,824,ship,119,388,190,416
100001492.bmp,1152,824,ship,39,343,89,404
100001492.bmp,1152,824,ship,295,24,844,144
100001493.bmp,1174,827,ship,320,204,684,332
100001493.bmp,1174,827,ship,552,557,794,623
100001493.bmp,1174,827,ship,424,599,889,745
100001494.bmp,1051,785,ship,251,179,380,585
100001495.bmp,1160,824,ship,42,342,119,413
100001495.bmp,1160,824,ship,132,288,177,327
100001495.bmp,1160,824,ship,67,258,102,293
100001495.bmp,1160,824,ship,259,23,780,479
100001495.bmp,1160,824,ship,972,549,987,579
100001495.bmp,1160,824,ship,635,653,658,668
100001496.bmp,1139,760,ship,428,283,843,437
100001496.bmp,1139,760,ship,932,435,1032,478
100001496.bmp,1139,760,ship,955,407,1059,447
100001496.bmp,1139,760,ship,716,166,788,194
100001496.bmp,1139,760,ship,791,169,860,200
100001496.bmp,1139,760,ship,790,190,859,224
100001496.bmp,1139,760,ship,364,90,655,236
100001496.bmp,1139,760,ship,654,597,727,635
100001496.bmp,1139,760,ship,735,614,807,656
100001496.bmp,1139,760,ship,815,637,882,683
100001497.bmp,1111,827,ship,135,292,772,685
100001497.bmp,1111,827,ship,25,707,88,754
100001497.bmp,1111,827,ship,33,728,113,773
100001498.bmp,1151,826,ship,93,452,178,539
100001498.bmp,1151,826,ship,47,314,275,589
100001498.bmp,1151,826,ship,162,328,287,465
100001498.bmp,1151,826,ship,158,57,289,184
100001498.bmp,1151,826,ship,324,43,539,308
100001498.bmp,1151,826,ship,477,688,558,780
100001498.bmp,1151,826,ship,518,303,884,714
100001498.bmp,1151,826,ship,812,298,928,437
100001499.bmp,1155,812,ship,175,706,192,732
100001499.bmp,1155,812,ship,96,427,354,725
100001499.bmp,1155,812,ship,415,337,531,470
100001499.bmp,1155,812,ship,391,353,510,483
100001499.bmp,1155,812,ship,413,503,515,671
100001499.bmp,1155,812,ship,655,25,723,113
100001499.bmp,1155,812,ship,739,143,959,378
100001499.bmp,1155,812,ship,826,51,1043,286
100001499.bmp,1155,812,ship,1102,223,1120,237
100001500.bmp,1190,830,ship,71,482,414,626
100001500.bmp,1190,830,ship,504,648,839,786
100001500.bmp,1190,830,ship,444,495,931,726
100001500.bmp,1190,830,ship,110,388,433,526
100001500.bmp,1190,830,ship,146,112,242,331
100001500.bmp,1190,830,ship,251,68,584,205
100001500.bmp,1190,830,ship,720,243,1079,421
100001501.bmp,1178,837,ship,46,569,151,776
100001501.bmp,1178,837,ship,171,485,435,603
100001501.bmp,1178,837,ship,698,202,1033,352
100001501.bmp,1178,837,ship,731,118,1084,286
100001502.bmp,1177,828,ship,411,665,750,801
100001502.bmp,1177,828,ship,504,108,902,275
100001502.bmp,1177,828,ship,193,92,450,195
100001503.bmp,1168,834,ship,209,494,722,717
100001503.bmp,1168,834,ship,120,641,158,704
100001503.bmp,1168,834,ship,327,666,669,830
100001503.bmp,1168,834,ship,566,14,883,154
100001504.bmp,1148,812,ship,192,99,766,260
100001504.bmp,1148,812,ship,52,90,167,233
100001505.bmp,1151,818,ship,322,640,785,714
100001505.bmp,1151,818,ship,475,565,707,601
100001505.bmp,1151,818,ship,353,454,623,491
100001505.bmp,1151,818,ship,330,201,679,261
100001505.bmp,1151,818,ship,440,75,700,148
100001506.bmp,1108,796,ship,344,252,448,635
100001507.bmp,1092,830,ship,37,400,93,474
100001507.bmp,1092,830,ship,75,326,103,374
100001507.bmp,1092,830,ship,127,373,160,411
100001507.bmp,1092,830,ship,297,173,685,690
100001508.bmp,1152,826,ship,504,297,891,549
100001508.bmp,1152,826,ship,656,660,726,728
100001508.bmp,1152,826,ship,721,698,803,764
100001508.bmp,1152,826,ship,806,747,871,798
100001508.bmp,1152,826,ship,1011,545,1099,615
100001508.bmp,1152,826,ship,970,569,1066,633
100001508.bmp,1152,826,ship,829,253,899,298
100001508.bmp,1152,826,ship,894,275,970,319
100001508.bmp,1152,826,ship,888,292,969,338
100001508.bmp,1152,826,ship,488,94,769,283
100001509.bmp,1035,788,ship,553,211,630,561
100001510.bmp,1164,820,ship,296,387,949,644
100001510.bmp,1164,820,ship,155,616,235,660
100001510.bmp,1164,820,ship,166,652,241,684
100001511.bmp,774,602,ship,5,255,541,388
100001512.bmp,967,518,ship,10,176,343,256
100001512.bmp,967,518,ship,386,98,490,137
100001513.bmp,935,773,ship,236,482,636,583
100001513.bmp,935,773,ship,439,219,612,266
100001513.bmp,935,773,ship,612,273,663,439
100001513.bmp,935,773,ship,651,271,710,450
100001513.bmp,935,773,ship,449,185,547,224
100001514.bmp,1161,743,ship,142,463,478,611
100001514.bmp,1161,743,ship,170,538,534,711
100001514.bmp,1161,743,ship,657,254,967,401
100001514.bmp,1161,743,ship,10,442,72,550
100001515.bmp,1153,835,ship,63,187,415,355
100001515.bmp,1153,835,ship,538,2,885,160
100001515.bmp,1153,835,ship,200,552,554,727
100001515.bmp,1153,835,ship,618,382,995,557
100001515.bmp,1153,835,ship,251,646,615,811
100001515.bmp,1153,835,ship,675,475,1057,636
100001516.bmp,1157,802,ship,158,401,247,615
100001516.bmp,1157,802,ship,574,402,935,581
100001516.bmp,1157,802,ship,325,664,579,773
100001516.bmp,1157,802,ship,757,491,1017,601
100001516.bmp,1157,802,ship,213,29,653,284
100001516.bmp,1157,802,ship,191,245,445,362
100001517.bmp,1158,785,ship,168,178,481,317
100001517.bmp,1158,785,ship,544,28,851,161
100001517.bmp,1158,785,ship,580,115,864,235
100001517.bmp,1158,785,ship,363,549,672,672
100001517.bmp,1158,785,ship,589,512,1077,748
100001517.bmp,1158,785,ship,33,37,125,254
100001518.bmp,1093,826,ship,283,292,713,702
100001518.bmp,1093,826,ship,3,690,70,712
100001518.bmp,1093,826,ship,151,700,243,749
100001518.bmp,1093,826,ship,224,119,564,270
100001518.bmp,1093,826,ship,24,17,525,243
100001518.bmp,1093,826,ship,620,545,731,688
100001518.bmp,1093,826,ship,643,433,858,705
100001518.bmp,1093,826,ship,115,449,150,503
100001518.bmp,1093,826,ship,75,360,111,419
100001519.bmp,1132,690,ship,71,82,605,186
100001520.bmp,1171,823,ship,279,201,542,441
100001520.bmp,1171,823,ship,364,271,602,480
100001520.bmp,1171,823,ship,307,84,494,274
100001521.bmp,993,788,ship,294,345,550,538
100001521.bmp,993,788,ship,380,409,519,522
100001521.bmp,993,788,ship,913,225,942,263
100001522.bmp,1173,810,ship,248,454,629,547
100001522.bmp,1173,810,ship,527,63,600,149
100001523.bmp,1144,805,ship,168,622,212,637
100001523.bmp,1144,805,ship,142,586,192,609
100001523.bmp,1144,805,ship,188,603,239,622
100001523.bmp,1144,805,ship,234,175,286,202
100001523.bmp,1144,805,ship,203,276,817,494
100001524.bmp,1121,763,ship,124,403,180,499
100001524.bmp,1121,763,ship,204,290,745,470
100001524.bmp,1121,763,ship,496,439,578,468
100001524.bmp,1121,763,ship,532,461,571,482
100001525.bmp,1129,768,ship,384,250,813,383
100001525.bmp,1129,768,ship,913,192,1021,237
100001525.bmp,1129,768,ship,906,216,1009,269
100001525.bmp,1129,768,ship,896,473,980,516
100001525.bmp,1129,768,ship,813,496,894,541
100001525.bmp,1129,768,ship,734,519,808,563
100001525.bmp,1129,768,ship,228,139,547,272
100001525.bmp,1129,768,ship,652,61,727,91
100001525.bmp,1129,768,ship,581,94,660,128
100001525.bmp,1129,768,ship,816,118,849,132
100001526.bmp,1158,813,ship,129,435,152,461
100001526.bmp,1158,813,ship,335,307,352,330
100001526.bmp,1158,813,ship,607,71,672,146
100001527.bmp,1122,767,ship,182,113,328,241
100001527.bmp,1122,767,ship,232,221,683,596
100001527.bmp,1122,767,ship,768,143,1041,367
100001528.bmp,1191,819,ship,83,328,359,543
100001528.bmp,1191,819,ship,583,111,852,324
100001528.bmp,1191,819,ship,167,434,444,656
100001528.bmp,1191,819,ship,797,503,1128,760
100001528.bmp,1191,819,ship,377,220,467,288
100001528.bmp,1191,819,ship,387,249,484,309
100001528.bmp,1191,819,ship,515,4,773,209
100001529.bmp,1173,803,ship,190,87,313,367
100001529.bmp,1173,803,ship,653,447,1004,724
100001530.bmp,1128,817,ship,142,355,393,797
100001530.bmp,1128,817,ship,347,55,481,321
100001530.bmp,1128,817,ship,268,34,391,298
100001530.bmp,1128,817,ship,635,195,774,514
100001530.bmp,1128,817,ship,512,682,581,817
100001530.bmp,1128,817,ship,713,227,851,522
100001530.bmp,1128,817,ship,594,77,658,121
100001530.bmp,1128,817,ship,935,224,1011,278
100001531.bmp,981,823,ship,134,191,305,538
100001531.bmp,981,823,ship,240,50,480,511
100001531.bmp,981,823,ship,498,435,669,767
100001531.bmp,981,823,ship,600,490,759,800
100001531.bmp,981,823,ship,763,93,927,436
100001531.bmp,981,823,ship,760,91,815,230
100001532.bmp,1097,821,ship,268,461,402,740
100001532.bmp,1097,821,ship,345,460,490,770
100001532.bmp,1097,821,ship,498,109,641,385
100001532.bmp,1097,821,ship,426,89,556,362
100001532.bmp,1097,821,ship,852,240,967,490
100001532.bmp,1097,821,ship,713,100,916,209
100001533.bmp,1063,823,ship,170,62,298,661
100001533.bmp,1063,823,ship,419,332,619,690
100001533.bmp,1063,823,ship,541,210,790,728
100001533.bmp,1063,823,ship,465,98,538,142
100001533.bmp,1063,823,ship,569,128,639,167
100001534.bmp,1065,821,ship,121,309,239,634
100001534.bmp,1065,821,ship,620,29,1025,447
100001534.bmp,1065,821,ship,802,540,874,801
100001535.bmp,884,738,ship,685,331,755,561
100001535.bmp,884,738,ship,345,172,442,526
100001535.bmp,884,738,ship,222,150,247,225
100001535.bmp,884,738,ship,265,409,294,479
100001535.bmp,884,738,ship,438,198,472,287
100001536.bmp,1186,818,ship,168,103,361,228
100001537.bmp,1008,818,ship,231,389,947,600
100001538.bmp,933,827,ship,211,54,460,752
100001539.bmp,824,802,ship,233,332,573,634
100001540.bmp,821,722,ship,279,246,694,663
100001541.bmp,960,711,ship,284,265,566,524
100001541.bmp,960,711,ship,199,536,286,616
100001542.bmp,1158,820,ship,41,684,74,766
100001542.bmp,1158,820,ship,149,402,231,484
100001542.bmp,1158,820,ship,119,395,198,477
100001542.bmp,1158,820,ship,224,137,494,409
100001542.bmp,1158,820,ship,888,415,1016,754
100001543.bmp,1196,829,ship,28,161,154,467
100001543.bmp,1196,829,ship,79,522,310,605
100001543.bmp,1196,829,ship,468,320,599,662
100001543.bmp,1196,829,ship,539,680,687,741
100001543.bmp,1196,829,ship,811,417,944,776
100001543.bmp,1196,829,ship,892,409,1065,801
100001543.bmp,1196,829,ship,1026,25,1161,395
100001544.bmp,1187,821,ship,58,240,158,525
100001544.bmp,1187,821,ship,152,539,382,621
100001544.bmp,1187,821,ship,881,417,996,732
100001544.bmp,1187,821,ship,971,449,1073,755
100001544.bmp,1187,821,ship,1031,539,1100,707
100001545.bmp,1197,832,ship,152,40,307,465
100001545.bmp,1197,832,ship,43,25,166,338
100001545.bmp,1197,832,ship,566,153,754,701
100001545.bmp,1197,832,ship,721,194,876,574
100001545.bmp,1197,832,ship,1032,187,1180,774
100001545.bmp,1197,832,ship,716,734,792,767
100001545.bmp,1197,832,ship,129,615,213,643
100001545.bmp,1197,832,ship,267,591,451,677
100001545.bmp,1197,832,ship,304,653,373,682
100001546.bmp,961,812,ship,481,419,539,580
100001546.bmp,961,812,ship,136,169,432,703
100001547.bmp,1166,817,ship,647,134,722,492
100001547.bmp,1166,817,ship,449,199,545,610
100001547.bmp,1166,817,ship,982,390,1010,485
100001547.bmp,1166,817,ship,950,436,984,537
100001547.bmp,1166,817,ship,592,366,627,534
100001547.bmp,1166,817,ship,574,263,624,339
100001547.bmp,1166,817,ship,416,487,450,588
100001547.bmp,1166,817,ship,79,225,164,478
100001547.bmp,1166,817,ship,665,537,695,615
100001548.bmp,1143,821,ship,266,124,561,181
100001548.bmp,1143,821,ship,318,346,538,679
100001549.bmp,1110,808,ship,236,284,705,654
100001549.bmp,1110,808,ship,11,343,75,394
100001549.bmp,1110,808,ship,2,336,44,376
100001550.bmp,1154,825,ship,96,263,139,343
100001550.bmp,1154,825,ship,117,338,169,417
100001550.bmp,1154,825,ship,187,376,935,548
100001551.bmp,1124,808,ship,153,284,353,370
100001551.bmp,1124,808,ship,565,121,893,249
100001552.bmp,1184,838,ship,702,18,845,290
100001552.bmp,1184,838,ship,691,20,763,162
100001552.bmp,1184,838,ship,945,135,1069,388
100001552.bmp,1184,838,ship,724,384,947,791
100001552.bmp,1184,838,ship,858,391,1095,825
100001552.bmp,1184,838,ship,1072,271,1117,366
100001552.bmp,1184,838,ship,909,32,1033,102
100001552.bmp,1184,838,ship,946,72,1028,126
100001553.bmp,988,805,ship,288,216,462,543
100001553.bmp,988,805,ship,617,461,705,609
100001553.bmp,988,805,ship,584,446,670,598
100001553.bmp,988,805,ship,475,131,528,224
100001553.bmp,988,805,ship,403,560,565,625
100001554.bmp,1169,832,ship,109,51,172,413
100001554.bmp,1169,832,ship,126,420,207,787
100001554.bmp,1169,832,ship,522,25,591,343
100001554.bmp,1169,832,ship,555,456,609,775
100001554.bmp,1169,832,ship,642,341,747,816
100001554.bmp,1169,832,ship,626,31,683,317
100001554.bmp,1169,832,ship,964,29,1010,359
100001554.bmp,1169,832,ship,1033,43,1088,351
100001555.bmp,1186,836,ship,60,519,134,815
100001555.bmp,1186,836,ship,48,109,94,413
100001555.bmp,1186,836,ship,125,114,192,415
100001555.bmp,1186,836,ship,598,17,830,56
100001555.bmp,1186,836,ship,299,51,367,76
100001555.bmp,1186,836,ship,297,28,369,50
100001555.bmp,1186,836,ship,1016,118,1134,615
100001555.bmp,1186,836,ship,153,586,203,664
100001556.bmp,1179,829,ship,323,127,423,699
100001556.bmp,1179,829,ship,232,315,305,703
100001556.bmp,1179,829,ship,241,147,280,300
100001556.bmp,1179,829,ship,136,133,205,163
100001556.bmp,1179,829,ship,43,148,100,175
100001556.bmp,1179,829,ship,833,280,896,643
100001556.bmp,1179,829,ship,403,84,520,136
100001557.bmp,1114,814,ship,258,218,502,771
100001557.bmp,1114,814,ship,629,194,734,345
100001557.bmp,1114,814,ship,1038,224,1101,258
100001557.bmp,1114,814,ship,932,241,991,271
100001557.bmp,1114,814,ship,861,196,888,263
100001557.bmp,1114,814,ship,854,113,879,172
100001557.bmp,1114,814,ship,860,42,904,89
100001558.bmp,1112,817,ship,238,410,369,676
100001558.bmp,1112,817,ship,608,166,775,468
100001558.bmp,1112,817,ship,762,214,929,482
100001558.bmp,1112,817,ship,507,199,713,574
100001558.bmp,1112,817,ship,333,205,578,590
100001559.bmp,1082,815,ship,456,318,596,631
100001559.bmp,1082,815,ship,807,192,871,304
100001560.bmp,970,807,ship,305,266,709,428
100001561.bmp,1155,812,ship,648,178,801,566
100001562.bmp,1007,800,ship,438,147,735,567
100001563.bmp,1070,804,ship,352,371,775,566
100001564.bmp,1149,824,ship,329,159,801,746
100001565.bmp,1089,805,ship,246,348,685,508
100001566.bmp,1073,814,ship,123,166,304,715
100001566.bmp,1073,814,ship,664,271,702,414
100001566.bmp,1073,814,ship,695,261,732,412
100001567.bmp,1174,819,ship,909,143,1015,533
100001567.bmp,1174,819,ship,164,64,244,449
100001567.bmp,1174,819,ship,211,485,259,590
100001567.bmp,1174,819,ship,632,265,687,450
100001567.bmp,1174,819,ship,966,546,1015,666
100001567.bmp,1174,819,ship,939,564,982,666
100001568.bmp,1166,822,ship,116,45,355,361
100001568.bmp,1166,822,ship,453,502,677,791
100001568.bmp,1166,822,ship,728,643,948,807
100001568.bmp,1166,822,ship,866,227,1111,546
100001569.bmp,1176,821,ship,290,486,540,804
100001569.bmp,1176,821,ship,367,379,628,736
100001569.bmp,1176,821,ship,823,186,1006,431
100001569.bmp,1176,821,ship,772,572,863,644
100001569.bmp,1176,821,ship,118,46,377,380
100001570.bmp,1102,813,ship,552,365,766,660
100001570.bmp,1102,813,ship,636,314,844,602
100001570.bmp,1102,813,ship,722,353,832,514
100001570.bmp,1102,813,ship,976,474,1092,550
100001571.bmp,1161,834,ship,111,504,323,793
100001571.bmp,1161,834,ship,196,395,495,773
100001571.bmp,1161,834,ship,593,88,963,573
100001571.bmp,1161,834,ship,690,20,949,347
100001571.bmp,1161,834,ship,1085,435,1149,489
100001571.bmp,1161,834,ship,694,632,837,769
100001572.bmp,1076,839,ship,10,457,546,812
100001572.bmp,1076,839,ship,414,550,552,655
100001572.bmp,1076,839,ship,280,489,355,554
100001572.bmp,1076,839,ship,309,321,386,376
100001573.bmp,1155,819,ship,306,390,861,605
100001573.bmp,1155,819,ship,721,316,882,420
100001574.bmp,1124,823,ship,444,222,770,460
100001574.bmp,1124,823,ship,364,408,721,661
100001574.bmp,1124,823,ship,577,643,682,722
100001575.bmp,1077,796,ship,239,201,458,447
100001575.bmp,1077,796,ship,569,360,735,733
100001576.bmp,1087,833,ship,445,127,539,722
100001576.bmp,1087,833,ship,133,656,166,748
100001576.bmp,1087,833,ship,112,683,131,745
100001576.bmp,1087,833,ship,918,706,1069,745
100001577.bmp,1127,829,ship,184,68,646,661
100001577.bmp,1127,829,ship,1057,728,1077,754
100001578.bmp,1170,810,ship,804,174,982,552
100001579.bmp,1176,813,ship,511,423,1092,578
100001579.bmp,1176,813,ship,921,318,1021,351
100001579.bmp,1176,813,ship,889,354,1015,413
100001579.bmp,1176,813,ship,324,545,371,618
100001580.bmp,996,825,ship,360,519,408,809
100001580.bmp,996,825,ship,732,159,765,313
100001580.bmp,996,825,ship,692,166,733,311
100001580.bmp,996,825,ship,638,161,675,254
100001580.bmp,996,825,ship,191,23,278,499
100001580.bmp,996,825,ship,338,17,425,492
100001580.bmp,996,825,ship,627,586,648,679
100001580.bmp,996,825,ship,652,584,686,679
100001581.bmp,1161,822,ship,219,407,287,527
100001581.bmp,1161,822,ship,277,517,448,806
100001581.bmp,1161,822,ship,604,401,732,622
100001581.bmp,1161,822,ship,649,346,793,580
100001581.bmp,1161,822,ship,863,443,1059,556
100001581.bmp,1161,822,ship,492,40,615,257
100001582.bmp,1168,830,ship,392,55,568,353
100001582.bmp,1168,830,ship,530,491,723,792
100001583.bmp,1175,833,ship,192,355,475,825
100001583.bmp,1175,833,ship,479,160,903,487
100001583.bmp,1175,833,ship,479,19,901,355
100001583.bmp,1175,833,ship,232,235,336,375
100001584.bmp,1179,830,ship,496,382,809,640
100001584.bmp,1179,830,ship,524,276,855,550
100001584.bmp,1179,830,ship,698,224,889,385
100001584.bmp,1179,830,ship,828,405,910,491
100001584.bmp,1179,830,ship,696,612,862,714
100001584.bmp,1179,830,ship,990,212,1084,290
100001584.bmp,1179,830,ship,852,100,951,180
100001585.bmp,1036,780,ship,451,430,752,713
100001586.bmp,1044,832,ship,111,201,279,549
100001586.bmp,1044,832,ship,442,159,521,339
100001586.bmp,1044,832,ship,471,145,552,327
100001587.bmp,906,699,ship,64,106,422,165
